id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
131,21,Comuna 8-Villa Hermosa,1,Hombre,Afrodescendiente,Tecnica,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Aprendizaje activo y estrategico, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2016,"No, ya he emprendido antes",Ambos,Comunicar - Crear ideas,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,2
132,25,Comuna 11- Laureles Estadio,5,Hombre,Ninguno de los anteriores,Posgrado en curso,5,0,5,7,4,4,5,5,5,5,5,5,5,5,5,3,5,5,"Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Bien,"Le apostamos a la moda lenta y la co-creacion con nuestros clientes, haciendolos participes del proceso de diseno y que se sientan parte de la familia SE. No manejamos prendas en stock o inventario, sino que a partir del uso de herramientas digitales simulamos como se verian las prendas para que nuestros clientes se hagan a la idea del producto final.

Tenemos dos lineas de diseno:  por un lado, Expresate, donde  desarrollamos las ideas de nuestros clientes y las plasmamos en una prenda; y, por el otro, Un Mundo Sin Etiquetas, donde desarrollamos las colecciones capsulas relacionadas con temas muy especificos, que consideramos de vitalidad para la construccion de un mundo Sin Etiquetas: el amor, la igualdad, la justicia y el empoderamiento de todas las formas de ser y habitar en el mundo.

La moda como un lienzo para expresarnos y resonar con aquellos que la sociedad ha relegado. Nuestro ideal es aportar a construir un mundo libre de estereotipos y estigmas sociales; por eso hacemos tanto enfasis en vibrar desde el amor, la empatia y construir desde la diferencia como pilares fundamentales de la marca.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,Si,Razones personales,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
133,27,Corregimiento San Antonio de Prado,2,Hombre,Ninguno de los anteriores,Tecnica,6,3,7,6,7,7,7,7,5,7,5,4,6,3,7,4,7,7,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Resolucion de problemas",Muy comodo,2018,"Si, es mi primer emprendimiento",Servicio,Servicios artisticos,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Promocionar y publicitar el producto para fomentar su venta",Son la fuente mas importante de ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano","Ahorros personales, Apoyo de familiares, amigos u otros.",Si,Trabajamos con el sector artistico y no n este momento nos tiene bloqueados,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Matricula de Industria y Comercio",Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Concurso,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",2
134,24,Comuna 1-Popular,2,Mujer,Ninguno de los anteriores,Tecnologia,7,0,7,7,7,7,7,5,7,7,7,7,5,1,5,7,7,3,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas, Ninguna de las anteriores",Muy comodo,2019,"Si, es mi primer emprendimiento",Ambos,"A manera de bien, ofrezco material vegetal especificamente arboles nativos y brindo asesoria para la seleccion del material, siembra y mantenimiento del mismo.",Produccion y comercializacion,"Proveer materias primas e insumos a otros emprendimientos, Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano",Ahorros personales,Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales",Whatsapp,Formacion,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",3
135,19,Comuna 12- La America,3,Mujer,Ninguno de los anteriores,Pregrado en curso,0,1,7,7,2,0,7,7,6,7,7,7,7,7,7,7,7,7,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Pensamiento analitico e innovacion",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,Proyectos sociales,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,2
136,20,Comuna 12- La America,4,Mujer,Ninguno de los anteriores,Pregrado en curso,6,0,7,0,7,0,5,5,7,7,7,4,5,4,5,4,7,7,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Bien,"Me dedico a la venta de productos de aseo personal, belleza y accesorios ",Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,Ninguno de los anteriores,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,4
137,25,Corregimiento Altavista,2,Mujer,Afrodescendiente,Secundaria,7,7,7,3,7,5,7,7,7,5,5,5,5,5,7,7,6,7,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision",Relativamente comodo,2019,"No, ya he emprendido antes",Servicio,Elaboro disenos de ropa y ropa hogar  a peticion de los clientes. Aprendo a medida que me hacen pedidos ,Idea,,,,,,,,,,,Si,La forma en la que el bien/servicio es producido,No,No,,"Facebook, Instagram, Whatsapp",Ninguna,No,,1
138,21,Comuna 7-Robledo,4,Hombre,Ninguno de los anteriores,Pregrado en curso,7,3,7,7,7,4,7,7,7,4,5,4,7,7,5,7,7,4,"Liderazgo, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Bien,"Ropa ,accesorios,dulces y mecato",Produccion y comercializacion,Distribuir y llevar el producto al cliente para su consumo,No son una fuente determinante de los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,Si,Razones personales,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",No,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Ninguna",Ninguna,Si,"Intercambio de experiencias, Cooperacion",3
139,22,Corregimiento San Antonio de Prado,3,Hombre,Ninguno de los anteriores,Tecnica,1,1,1,1,1,0,2,2,2,2,2,2,1,2,1,2,2,1,Gestion de las finanzas,Relativamente comodo,2016,"Si, es mi primer emprendimiento",Ambos,Creacion y promocion musical artistica y audiovisual de los jovenes del territorio ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Entre 1 y 2 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Busqueda de recursos con ventas y rifas. ",No,,"Registro unico Tributario (RUT), Matricula de Industria y Comercio, Informar a la oficina de planeacion municipal sobre el inicio de actividades",Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",6
140,23,Comuna 7-Robledo,2,Hombre,Ninguno de los anteriores,Pregrado en curso,4,3,4,4,1,3,5,6,7,6,6,5,6,5,5,4,6,6,"Aprendizaje activo y estrategico, Gestion del tiempo y coordinacion, Gestion de las finanzas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Ambos,Plantas ,Idea en estado avanzado,,,,,,,,,,,Si,La forma en la que el bien/servicio es producido,Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Formacion,No,,4
141,27,Comuna 7-Robledo,3,Hombre,Ninguno de los anteriores,Pregrado,7,7,7,7,7,7,7,7,5,7,7,5,4,0,7,4,7,3,"Pensamiento critico, Inteligencia emocional, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Ambos,Alimento vegetal y animal,Idea en estado avanzado,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion",Instagram,Ninguna,No,,4
142,28,Comuna 10- La Candelaria,2,Mujer,Ninguno de los anteriores,Tecnica,7,5,7,7,7,7,7,7,7,7,7,5,5,7,7,6,7,6,"Aprendizaje activo y estrategico, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Gestion de las finanzas, Pensamiento analitico e innovacion",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,Diseno y Desarrollo Web - Soporte Tecnico,Produccion y comercializacion,"Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Si,Entre 1 y 2 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Produccion ",No,,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido, Implementacion de nueva tecnologia, estrategia y animacion",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp, Pinterest - LinkedIn",Formacion,No,,3
143,20,Comuna 16- Belen,4,Hombre,Ninguno de los anteriores,Pregrado en curso,7,5,6,6,5,6,7,5,7,7,7,7,7,3,2,7,5,6,Ninguna de las anteriores,Relativamente comodo,2020,"No, ya he emprendido antes",Servicio,"Asesorias para emprendedores y pequenas empresas enfocadas en la estrategia financiera y comunicacional, con el fin de conseguir empresas perdurables y memorables.",Idea en estado avanzado,,,,,,,,,,,No,,No,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp, Til tok",Ninguna,No,,5
144,23,Comuna 16- Belen,5,Hombre,Ninguno de los anteriores,Pregrado,7,3,3,0,7,0,7,5,6,6,4,5,6,4,5,6,6,4,"Liderazgo, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,2021,"Si, es mi primer emprendimiento",Bien,Produccion de etiquetas autoadhesivas - ,Idea en estado avanzado,,,,,,,,,,,No,,No,No,,Ninguna,Ninguna,No,,5
145,23,Comuna 7-Robledo,3,Mujer,Ninguno de los anteriores,Pregrado en curso,6,1,5,0,7,0,6,7,5,5,5,4,4,0,7,6,6,6,"Creatividad, originalidad e iniciativa, Resolucion de problemas, Pensamiento analitico e innovacion",Relativamente comodo,2020,"No, ya he emprendido antes",Bien,produccion y venta de sangrias artesanales ,Idea,,,,,,,,,,,Si,La forma en la que el bien/servicio es producido,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,2
146,20,Comuna 10- La Candelaria,4,Hombre,Ninguno de los anteriores,Pregrado en curso,6,3,6,5,7,4,6,5,6,5,6,5,7,4,5,7,6,5,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Resolucion de problemas, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Muy comodo,2020,"No, ya he emprendido antes",Servicio,"Brindar a la comunidad joven la posibilidad de jugar en linea mediante la plataforma de consolas de video en especifico la PS4, vendiendo el servicio de Playstation plus a un precio mas economico y 100% confiable para su uso, acompanado de todos los beneficios que este tiene y muchos otros datos de curiosidad e informacion acerca todo lo relacionado con esta plataforma y el mundo de los videojuegos ",Idea en estado avanzado,,,,,,,,,,,Si,La forma en que el bien/servicio es promocionado y vendido,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
147,21,Comuna 12- La America,5,Mujer,Ninguno de los anteriores,Pregrado en curso,7,7,0,0,7,0,7,3,6,6,6,5,7,3,4,4,4,6,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion",Poco comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Ofrecemos productos 100% naturales, que ayudan al cuidado personal, no solo fisico sino tambien emocional, son infusiones para todo tipo de molestias y aceites que cuidan el cabello y la piel ",Idea,,,,,,,,,,,Si,No lo se,Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Instagram, Whatsapp",Ninguna,No,,4
